,symboling,doornumber,wheelbase,carlength,carwidth,carheight,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,citympg,highwaympg,normalized_peakrpm,normalized_curbweight,label_fueltype,label_aspiration,fwd,rwd,4wd,dohc,dohcv,l,ohc,ohcv,rotor,1bbl,2bbl,4bbl,idi,mpfi,spdi,spfi,alfa,audi,bmw,buick,chevrolet,dodge,honda,isuzu,jaguar,maxda,mazda,mercury,mitsubishi,nissan,peugeot,plymouth,porsche,renault,saab,subaru,toyota,volkswagen,volvo
39,0,4,96.5,175.4,65.2,54.1,4,110,3.15,3.58,9.0,86,27,33,1.414881262369391,0.48314848916230163,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,4,96.5,175.4,62.5,54.1,4,110,3.15,3.58,9.0,86,27,33,1.414881262369391,0.3525500920220002,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,4,96.5,175.4,65.2,54.1,4,110,3.15,3.58,9.0,101,24,28,1.414881262369391,0.17393757828599968,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,2,96.5,169.1,66.0,51.0,4,110,3.15,3.58,9.1,100,25,31,0.785931514369987,0.5042747004644093,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,4,94.3,170.7,61.8,53.5,4,111,3.31,3.23,8.5,78,24,29,0.681617897628622,0.4197698552559789,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,2,94.5,155.9,63.6,52.0,4,90,3.03,3.11,9.6,70,38,43,0.5762815983701857,1.3089912946083255,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,4,94.5,155.9,63.6,52.0,4,90,3.03,3.11,9.6,70,38,43,0.5762815983701857,1.241771531374347,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,2,96.0,172.6,65.2,51.4,4,119,3.43,3.23,9.2,90,24,29,0.26231806562901944,0.34269431628372227,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,4,113.0,199.6,69.6,52.8,6,258,3.63,4.17,8.1,176,15,19,0.7864428556285227,2.9008864485025687,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,4,113.0,199.6,69.6,52.8,6,258,3.63,4.17,8.1,176,15,19,0.7864428556285227,2.9008864485025687,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,2,102.0,191.7,70.6,47.8,12,326,3.54,2.76,11.5,262,13,17,0.26231806562901944,2.6781009474985247,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,2,93.1,159.1,64.2,54.1,4,91,3.03,3.15,9.0,68,30,31,0.26231806562901944,1.278262259987078,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,2,93.1,159.1,64.2,54.1,4,91,3.03,3.15,9.0,68,31,38,0.26231806562901944,1.2590566133487986,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,2,93.1,159.1,64.2,54.1,4,91,3.03,3.15,9.0,68,31,38,0.26231806562901944,1.2494537900296587,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,1,4,93.1,166.8,64.2,54.1,4,91,3.03,3.15,9.0,68,31,38,0.26231806562901944,1.1726312034765403,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,1,4,93.1,166.8,64.2,54.1,4,91,3.08,3.15,9.0,68,31,38,0.26231806562901944,1.1630283801574004,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,3,2,95.3,169.0,65.7,49.6,2,70,3.33,3.255,9.4,101,17,23,1.8341810943689933,0.3371855747113765,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,3,2,95.3,169.0,65.7,49.6,2,70,3.33,3.255,9.4,101,17,23,1.8341810943689933,0.3371855747113765,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,3,2,95.3,169.0,65.7,49.6,2,70,3.33,3.255,9.4,101,17,23,1.8341810943689933,0.3275827513922367,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,3,2,95.3,169.0,65.7,49.6,2,80,3.33,3.255,9.4,135,16,23,1.8341810943689933,0.10671781505202096,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,1,2,98.8,177.8,66.5,53.7,4,122,3.39,3.39,8.6,84,26,32,0.681617897628622,0.3275827513922367,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,0,4,98.8,177.8,66.5,55.5,4,122,3.39,3.39,8.6,84,26,32,0.681617897628622,0.2795686347965376,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,1,2,98.8,177.8,66.5,53.7,4,122,3.39,3.39,8.6,84,26,32,0.681617897628622,0.3275827513922367,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,0,4,98.8,177.8,66.5,55.5,4,122,3.39,3.39,8.6,84,26,32,0.681617897628622,0.2795686347965376,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0,4,98.8,177.8,66.5,55.5,4,122,3.39,3.39,22.7,64,36,42,0.9960927716283239,0.21619000089021484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,0,4,98.8,177.8,66.5,55.5,4,122,3.39,3.39,8.6,84,26,32,0.681617897628622,0.25076016483911817,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,0,4,104.9,175.0,66.1,54.4,4,140,3.76,3.16,8.0,120,19,27,0.26231806562901944,0.21977817779873268,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,0,4,104.9,175.0,66.1,54.4,4,134,3.43,3.64,22.0,72,31,39,1.9395173936274297,0.27739511771357156,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,-1,4,110.0,190.9,70.3,56.5,5,183,3.58,3.64,21.5,123,22,25,1.6250425196277278,1.8426553187333612,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-1,4,110.0,190.9,70.3,58.7,5,183,3.58,3.64,21.5,123,22,25,1.6250425196277278,2.2939880147329323,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,2,106.7,187.5,70.3,54.9,5,183,3.58,3.64,21.5,123,22,25,1.6250425196277278,1.804244025456802,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-1,4,115.6,202.6,71.7,56.3,5,183,3.58,3.64,21.5,123,22,25,1.6250425196277278,2.332399308009492,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-1,4,115.6,202.6,71.7,56.5,8,234,3.46,3.1,8.3,155,16,18,0.7864428556285227,2.2747823680946526,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3,2,96.6,180.3,70.5,50.8,8,234,3.46,3.1,8.3,155,16,18,0.7864428556285227,2.169151311584115,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,4,120.9,208.1,71.7,56.7,8,308,3.8,3.35,8.0,184,14,16,1.3105676456280257,2.582072714307127,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,2,112.0,199.2,72.0,55.4,8,304,3.8,3.35,8.0,184,14,16,1.3105676456280257,2.2267682514989535,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,2,102.7,178.4,68.0,54.8,4,140,3.78,3.12,8.0,175,19,24,0.26231806562901944,0.6807136971174437,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,2,2,93.7,157.3,64.4,50.8,4,92,2.97,3.23,9.4,68,37,41,0.785931514369987,1.2244864493998953,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,2,2,93.7,157.3,64.4,50.8,4,92,2.97,3.23,9.4,68,31,38,0.785931514369987,1.174551768140368,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,2,2,93.7,157.3,64.4,50.8,4,92,2.97,3.23,9.4,68,31,38,0.785931514369987,1.0593178883106904,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,1,2,93.0,157.3,63.8,50.8,4,98,3.03,3.39,7.6,102,24,30,0.785931514369987,0.7885182707109477,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80,3,2,96.3,173.0,65.4,49.4,4,110,3.17,3.46,7.5,116,23,30,0.785931514369987,0.3563912213496561,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,3,2,96.3,173.0,65.4,49.4,4,122,3.35,3.46,8.5,88,25,32,0.26231806562901944,0.43705493723043054,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,3,2,95.9,173.2,66.3,50.2,4,156,3.58,3.86,7.0,145,19,24,0.26231806562901944,0.5328302180026906,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,3,2,95.9,173.2,66.3,50.2,4,156,3.59,3.86,7.0,145,19,24,0.26231806562901944,0.7018399084195514,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,3,2,95.9,173.2,66.3,50.2,4,156,3.59,3.86,7.0,145,19,24,0.26231806562901944,0.7114427317386911,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,1,4,96.3,172.4,65.4,51.6,4,122,3.35,3.46,8.5,88,25,32,0.26231806562901944,0.3659940446687959,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86,1,4,96.3,172.4,65.4,51.6,4,122,3.35,3.46,8.5,88,25,32,0.26231806562901944,0.2891714581156774,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,1,4,96.3,172.4,65.4,51.6,4,110,3.17,3.46,7.5,116,23,30,0.785931514369987,0.29301258744333336,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,-1,4,96.3,172.4,65.4,51.6,4,110,3.17,3.46,7.5,116,23,30,0.785931514369987,0.29301258744333336,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
89,1,2,94.5,165.3,63.8,54.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.2801828246509062,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,1,2,94.5,165.3,63.8,54.5,4,103,2.99,3.47,21.9,55,45,50,0.681617897628622,1.034350547680927,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,1,2,94.5,165.3,63.8,54.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.2244864493998953,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,1,4,94.5,165.3,63.8,54.5,4,97,3.15,3.29,9.4,69,31,37,0.15698176637058314,1.186075156123336,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
